42,
Mtungi,
Ufyagio,
Chungu,
Kyana,
Kyetezo,
Mwiko,
Upawa,
Sufuria,
Kum’to,
Sahani,
Kikombe,
,
Chungio,
Kichujio,
Upawa,
Senti,
Bakuli,
Bilauli,
Upawa,
Kijiko,
Uma,
Kijiko,
kisahani,
Jagi,
Buli,
Chupa ya chai,
Chupa,
kikowa,
,
Sigiria,
Kanzu,
Kanga,
Taa,
Chenli,
kibatali,
nshumaa,
shati,
pazia,
mto,mchago
foronya,
shuka,
upatu,
tupa,
