22,
mfugaji,
mbuzi,
Ng`ombe,
kuku,
kondoo,
ndege,
koromeo,
kifaranga,
ngamia,
beberu,
kukukisingo,
Bata mzinga,
sungura,
bata,
Kama,kamua
taga,
,
Kwangua,
yai,
Yai viza,
maziwa,
mtindi,
